立木ID,立木号,樹種,胸高直径,樹高,矢高,材積,ステータス,間伐,レ,境界木,除外木,確認,調査地?,コメント,幹周,経度,緯度,平面直?,平面??_1
1280,-1,スギ,33.29999924,20.70000076,4.199999809,0.737202406,生立木,0,0,0,0,1,1,,104.5999985,136.9211546,37.30147044,144439.452,-21764.698
1281,-1,スギ,43.29999924,23.5,0.5,1.380120516,生立木,0,0,0,0,1,1,,136,136.9211693,37.3015097,144443.805,-21763.39
1282,-1,スギ,61.90000153,26.79999924,2.299999952,3.11035347,生立木,0,0,0,0,0,1,,194.3999939,136.9211197,37.30149761,144442.475,-21767.786
1283,-1,スギ,43.90000153,23.60000038,1.100000024,1.422842383,生立木,0,0,0,0,0,1,,137.8999939,136.9211544,37.3015285,144445.895,-21764.702
1284,-1,スギ,32.90000153,20.60000038,2.099999905,0.716938436,生立木,0,0,0,0,0,1,,103.3000031,136.9211106,37.30151513,144444.421,-21768.589
1285,-1,スギ,49.39410019,27.10000038,1.588199973,2.109109163,生立木,0,0,0,0,0,1,,154.8000031,136.9210765,37.3015014,144442.906,-21771.616
1291,-1,スギ,51.58679962,27.5,1.96420002,2.316733837,生立木,0,0,0,0,0,1,,161.6999969,136.9209357,37.30138692,144430.233,-21784.135
1295,-1,スギ,29.89999962,19.60000038,0.699999988,0.581908703,生立木,0,0,0,0,1,1,,93.90000153,136.9211327,37.30143236,144435.231,-21766.649
1296,-1,スギ,30.5,19.79999924,1.700000048,0.608925641,生立木,0,0,0,0,1,1,,95.80000305,136.921163,37.30143303,144435.299,-21763.965
1301,-1,スギ,21.79999924,16.10000038,1,0.273758203,生立木,0,0,0,0,1,1,,68.40000153,136.9211727,37.30148512,144441.076,-21763.092
1302,-1,スギ,33.59999847,22.70000076,0,0.875053406,生立木,0,0,0,0,1,1,,105.5,136.9211991,37.30151848,144444.773,-21760.743
1306,-1,スギ,22.89999962,18.10000038,2.5,0.346937895,生立木,0,0,0,0,1,1,,71.90000153,136.9211757,37.30153735,144446.873,-21762.816
1308,-1,スギ,40.87349701,25,0,1.377538204,生立木,0,0,0,0,0,1,,128.1000061,136.9211992,37.30156373,144449.794,-21760.722
1312,-1,スギ,48.5,24.60000038,2.400000095,1.793272138,生立木,0,0,0,0,0,1,,152.3000031,136.9211387,37.30154418,144447.639,-21766.092
